permit_number,sub_type,work_type,permit_location,date_issued,work_description,status,total_new_add_footage,total_job_valuation,dd,legal_description,lat,lng
2015-095876 BP,C- 329 Com Structures Other Than Bldg,New,11711 DOMAIN DR,8/20/2015,New Construction (1488sf) Accessory Swimming Pool to existing Multi-Family Res.,Active,1488,65300,0,,30.40371868,-97.72329858
2015-071524 BP,R- 101 Single Family Houses,New,5728 MISTY HILL CV,9/1/2015,"New 2 story sf res w/ att 2 car garage, master suite, kitchen, covd patio on upper level and 2 bdrm 1 bath lower level.",Active,3358,359000,1,,30.4037637,-97.76230777
2015-133246 BP,C- 328 Commercial Other Nonresident Bldg,New,11800 DOMAIN BLVD BLDG Z UNIT 700,11/12/2015,New Construction of Restaurant contact Walter @ 732 762 3607     ,Active,12811,1137579,0,,30.40449412,-97.72155702
2015-031175 BP,R- 329 Res Structures Other Than Bldg,New,12301 KNOLL RIDGE DR,4/6/2015,Inground swimming pool & spa w/ req'd enclosure device for existing 1 story SF res,Active,714,68500,1,,30.40570757,-97.68439287
2015-097991 BP,R- 329 Res Structures Other Than Bldg,New,6606 DELMONICO DR,8/14/2015,Inground swimming pool w/ req'd enclosure device for existing 2 story SF res,Active,500,30000,0,LOT 174 GREAT HILLS XXII,30.40666797,-97.77234288
2015-063522 BP,R- 101 Single Family Houses,New,1813 CAMINO VIEJO,5/29/2015,"New 2-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,3946,175000,1,"Lot: 3 Block: B Subdivision: TANGLEWILD ESTATES, RESUB OF LOTS 3-5 (WITHDRAWAL AND RESUBMITTAL)",30.40667836,-97.6932642
2015-053359 BP,R- 101 Single Family Houses,New,1816 CAMINO VIEJO,5/6/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3873,175000,1,"Lot: 10 Block: A Subdivision: TANGLEWILD ESTATES, RESUB OF LOTS 3-5 (WITHDRAWAL AND RESUBMITTAL)",30.40682547,-97.69364602
2015-137791 BP,C- 329 Com Structures Other Than Bldg ,New,13001 CENTER LAKE DR,11/30/2015,New Swimming Pool for existing Motel,Active,1280,125000,0,,30.40812946,-97.66746298
2015-056383 BP,R- 101 Single Family Houses,New,13604 BAUHAUS BND,5/13/2015,"New 2-story single-family residence, attached garage, covered porch and patio",Active,3025,141480,1,LOT 15 BLK B FORT DESSAU PHS 1,30.40827565,-97.64024508
2015-054677 BP,R- 101 Single Family Houses,New,13608 BAUHAUS BND,5/8/2015,"New 1-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,2423,102240,1,LOT 14 BLK B FORT DESSAU PHS 1,30.40827793,-97.64007002
2015-029995 BP,R- 101 Single Family Houses,New,13616 BAUHAUS BND,3/18/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2330,100560,1,LOT 12 BLK B FORT DESSAU PHS 1,30.40827993,-97.63974055
2015-029905 BP,R- 101 Single Family Houses,New,13620 BAUHAUS BND,3/18/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2058,90780,1,LOT 11 BLK B FORT DESSAU PHS 1,30.40828539,-97.63957569
2015-056438 BP,R- 101 Single Family Houses,New,13612 BAUHAUS BND,5/13/2015,"New 2-story single-family residence, attached garage, covered porch and patio",Active,3561,165300,1,LOT 13 BLK B FORT DESSAU PHS 1,30.40828636,-97.63990508
2015-119526 BP,R- 101 Single Family Houses,New,13600 BAUHAUS BND,10/2/2015,"New 2-story single-family residence, attached garage, covered entry porch and rear patio.",Active,2868,161940,1,LOT 16 BLK B FORT DESSAU PHS 1,30.40828802,-97.64040944
2015-044426 BP,R- 101 Single Family Houses,New,13716 BAUHAUS BND,4/17/2015,"New 1-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,2058,90780,1,LOT 4 BLK B FORT DESSAU PHS 1,30.40829919,-97.63839148
2015-041754 BP,R- 101 Single Family Houses,New,13720 BAUHAUS BND,4/13/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3724,178620,1,LOT 3 BLK B FORT DESSAU PHS 1,30.40831618,-97.63820914
2015-056416 BP,R- 101 Single Family Houses,New,13724 BAUHAUS BND,5/13/2015,"New 2-story single-family residence, attached garage, covered porch and patio. **VOLUME BUILDER**",Active,3520,162840,1,LOT 2 BLK B FORT DESSAU PHS 1,30.40834499,-97.63802304
2015-054981 BP,R- 101 Single Family Houses,New,13728 BAUHAUS BND,5/8/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3533,163980,1,LOT 1 BLK B FORT DESSAU PHS 1,30.40838533,-97.63781946
2015-014227 BP,R- 329 Res Structures Other Than Bldg,New,12401 KNOLL RIDGE DR,2/9/2015,Inground swimming pool w/ req'd enclosure device for existing 1 story SF res,Active,392,44900,1,,30.40846094,-97.68440368
2015-014227 BP,R- 329 Res Structures Other Than Bldg,New,12401 KNOLL RIDGE DR,2/9/2015,Inground swimming pool w/ req'd enclosure device for existing 1 story SF res,Active,392,44900,1,,30.40846094,-97.68440368
2015-055040 BP,R- 101 Single Family Houses,New,13800 BAUHAUS BND,5/8/2015,"New 1-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,2060,90780,1,LOT 2 BLK A FORT DESSAU PHS 1,30.40857169,-97.63748827
2015-079318 BP,R- 103 Two Family Bldgs,New,11121 ZIMMERMAN LN,7/27/2015,"new 2 story duplex w/ 2 attached two-car garages, covd front porches, rear uncovd decks.",Active,4887,340000,2,LOT 8 BLK A ATTAL SUBD RESUB OF LOT 1 BLK A,30.40859333,-97.84380823
2015-044449 BP,R- 101 Single Family Houses,New,13804 BAUHAUS BND,4/17/2015,"New 1-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,2322,100560,1,LOT 3 BLK A FORT DESSAU PHS 1,30.40865357,-97.6372801
2015-030508 BP,R- 101 Single Family Houses,New,13701 HARRISGLENN DR,3/24/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2322,100560,1,LOT 14 BLK C FORT DESSAU PHS 1,30.40866587,-97.64036477
2015-022536 BP,R- 101 Single Family Houses,New,11125 ZIMMERMAN LN,3/10/2015,New 4 bedroom 4 bathroom 2-story SF res,Active,3629,150000,1,,30.40869701,-97.84406715
2015-029965 BP,R- 101 Single Family Houses,New,13609 BAUHAUS BND,3/18/2015,"New 2-story single-family residence, attached garage, covered entry porch and rear patio. **VOL BUILD PROJECT**",Active,3291,144120,1,LOT 13 BLK C FORT DESSAU PHS 1,30.40871893,-97.64010917
2015-030543 BP,R- 101 Single Family Houses,New,13617 BAUHAUS BND,3/27/2015,"New 2-story single-family residence, attached garage, covered entry porch and rear patio. **VOL BUILD PROJECT**",Active,3286,145140,1,LOT 11 BLK C FORT DESSAU PHS 1,30.40872391,-97.63977962
2015-041735 BP,R- 101 Single Family Houses,New,13808 BAUHAUS BND,4/13/2015,"New 1-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,2423,102240,1,LOT 4 BLK A FORT DESSAU PHS 1,30.40873255,-97.63707543
2015-030560 BP,R- 101 Single Family Houses,New,13613 BAUHAUS BND,3/27/2015,"New 2-story single-family residence, attached garage, covered entry porch and rear patio. **VOL BUILD PROJECT**",Active,2966,141060,1,LOT 12 BLK C FORT DESSAU PHS 1,30.40873309,-97.63993377
2015-054213 BP,R- 101 Single Family Houses,New,13621 BAUHAUS BND,5/8/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3025,141480,1,LOT 10 BLK C FORT DESSAU PHS 1,30.40873495,-97.63959744
2015-023847 BP,R- 101 Single Family Houses,New,11129 ZIMMERMAN LN,3/10/2015,New 3 bedroom 2 bathroom 2-story SF res.,Active,3248,150000,1,,30.40875686,-97.84420945
2015-044470 BP,R- 101 Single Family Houses,New,13717 BAUHAUS BND,4/17/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3291,144120,1,LOT 3 BLK C FORT DESSAU PHS 1,30.40876365,-97.63842948
2015-029970 BP,R- 101 Single Family Houses,New,13721 BAUHAUS BND,3/18/2015,"New 1-story single-family residence, attached garage, covered porch and patio. **VOL BUILD PROJECT**",Active,2330,100560,1,LOT 2 BLK C FORT DESSAU PHS 1,30.40877344,-97.638242
2015-044334 BP,R- 101 Single Family Houses,New,13812 BAUHAUS BND,4/17/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3500,163920,1,LOT 5 BLK A FORT DESSAU PHS 1,30.40881361,-97.63678436
2015-055085 BP,R- 101 Single Family Houses,New,13705 HARRISGLENN DR,5/8/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3025,141480,1,LOT 15 BLK C FORT DESSAU PHS 1,30.40881415,-97.64037716
2015-023865 BP,R- 101 Single Family Houses,New,11133 ZIMMERMAN LN,3/10/2015,"New 2-story SF res.; 4 bedrms, 4 bathrms, covered porch, 2 car garage.",Active,3629,150000,1,,30.40881469,-97.84432581
2015-055024 BP,R- 101 Single Family Houses,New,13729 BAUHAUS BND,5/8/2015,"New 1-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,2423,102240,1,LOT 1 BLK C FORT DESSAU PHS 1,30.40883429,-97.63804877
2015-136397 BP,R- 101 Single Family Houses,New,10115 DIANELLA LN,11/17/2015,"New 2 story sf res; 5 bedrms, 7 bathrms, covered porch and patio/outdoor area, 4 car garage.",Active,11269,1875000,1,LOT 1 BLK A GREAT HILLS SEC 34,30.40885601,-97.77421424
2015-136398 BP,R- 330  Accessory Use to Primary,New,10115 DIANELLA LN,11/17/2015,"Detached accessory with bathrm, storage, covered terrace.",Active,353,125000,1,LOT 1 BLK A GREAT HILLS SEC 34,30.40885601,-97.77421424
2015-044368 BP,R- 101 Single Family Houses,New,13816 BAUHAUS BND,6/15/2015,"New 2-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,3685,178140,1,LOT 6 BLK A FORT DESSAU PHS 1,30.40897173,-97.63661796
2015-062271 BP,R- 329 Res Structures Other Than Bldg,New,7211 VILLA MARIA LN,5/27/2015,Inground swimming pool & spa w/ req'd enclosure device for existing 2 story SF res (refer to expired permit #2012-064016BP),Active,442,30776,1,,30.40908592,-97.77857178
2015-041826 BP,R- 101 Single Family Houses,New,13820 BAUHAUS BND,4/13/2015,"New 1-story single-family residence, attached garage, covered entry porch and patio. **VOL BUILD PROJECT**",Active,2423,102240,1,LOT 7 BLK A FORT DESSAU PHS 1,30.40917029,-97.63666703
2015-143689 BP,R- 101 Single Family Houses,New,1509 FORT DESSAU RD,12/3/2015,"**VOL BUILD PROJECT**New 1-story single-family residence, attached garage, covered porch and patio.",Active,2279,98460,1,LOT 8 BLK D FORT DESSAU PHS 1,30.40968144,-97.63850751
2015-128484 BP,C- 328 Commercial Other Nonresident Bldg,New,2515 1/2 PARK BEND DR,10/23/2015,New Car Port/ Shades for Surface Parking over Existing Parking Area ,Active,18720,45000,0,0.7806 AC OF LOT 1 BLK A CENTRUM THE,30.40972121,-97.70811384
2015-146439 BP,C- 328 Commercial Other Nonresident Bldg,New,1425 FORT DESSAU RD,12/10/2015,New Restroom Bldg for Private Community Recreation.,Active,327,20000,1,LOT 9 BLK D FORT DESSAU PHS 1 (AMENITY AREA),30.4098847,-97.63906821
2015-146442 BP,C- 329 Com Structures Other Than Bldg ,New,1425 FORT DESSAU RD,12/10/2015,New Wood Deck for Private Community Recreation,Active,210,900,1,LOT 9 BLK D FORT DESSAU PHS 1 (AMENITY AREA),30.4098847,-97.63906821
2015-045365 BP,"C- 318 Amusement, Social & Rec Bldgs",New,3220 DUVAL RD,4/23/2015,New Construction Multi-Family Clubhouse& Arbors/Trellis,Active,2994,216000,1,,30.41069864,-97.71679021
2015-045365 BP,"C- 318 Amusement, Social & Rec Bldgs",New,3220 DUVAL RD,4/23/2015,New Construction Multi-Family Clubhouse& Arbors/Trellis,Active,2994,216000,1,,30.41069864,-97.71679021
2015-045365 BP,"C- 318 Amusement, Social & Rec Bldgs",New,3220 DUVAL RD,4/23/2015,New Construction Multi-Family Clubhouse& Arbors/Trellis,Active,2994,216000,1,,30.41069864,-97.71679021
2015-147432 BP,R- 101 Single Family Houses,New,10701 SIERRA OAKS,12/10/2015,"New 2 story SF; 3 bedrooms, 3 bathrooms, garage, covered porch, uncovered deck.",Active,4390,250000,1,,30.41219127,-97.7632944
2015-067740 BP,R- 329 Res Structures Other Than Bldg,New,10402 CASSIA CV,6/8/2015,Inground swimming pool & spa w/ req'd enclosure device for existing 1 story SF res.,Active,504,58000,1,,30.41460044,-97.77885244
2015-079433 BP,R- 101 Single Family Houses,New,8018 MULEY DR,7/9/2015,New 4 bedroom 4.5 bathroom two story res. with pool,Active,7109,837683,1,LOT 5 BLK A SETTE TERRA,30.41584658,-97.78319837
2015-129784 BP,R- 329 Res Structures Other Than Bldg ,New,10700 WINDRIDGE DR,10/28/2015,Partial demo of existing wood deck; Inground swimming pool w/ req\'d enclosure device for existing 2 story SF res,Active,324,30000,0,,30.41597184,-97.77190291
2015-132490 BP,R- 329 Res Structures Other Than Bldg ,New,6608 MANZANITA ST,11/4/2015,Inground swimming pool w/ req\'d enclosure device for existing 2 story SF res,Active,462,61117,0,,30.41605111,-97.76747238
2015-055034 BP,R- 438 Residential Garage/Carport Addn,New,14524 RIDGETOP TER,5/21/2015,new attached garage . plumbing subouts are possible,Active,938,58000,1,,30.41819628,-97.89926613
2015-055035 BP,R- 438 Residential Garage/Carport Addn,New,14524 RIDGETOP TER,5/21/2015,new detached carport,Active,468,2000,1,,30.41819628,-97.89926613
2015-056750 BP,R- 329 Res Structures Other Than Bldg,New,1902 METAIRIE CIR,5/22/2015,Inground swimming pool &spa w/ req'd enclosure device for existing 1 story SF res.,Active,410,30000,1,,30.418551,-97.690738
2015-088393 BP,R- 329 Res Structures Other Than Bldg,New,5905 SIERRA LEON,8/3/2015,Inground swimming pool & spa w/ req'd enclosure device for existing 1 story SF res,Active,463,30000,0,,30.41880836,-97.75656078
1988-003067 BP,C- 329 Com Structures Other Than Bldg,New,7304 SAGE OAK TRL,7/17/2015,Pvt Swimming Pool W/Req'D Enclosure Device,Final,531,15500,1,,30.41934209,-97.77305895
2015-091742 BP,R- 101 Single Family Houses,New,5201 BULL RUN,7/30/2015,New residential construction on single family home,Active,4759,300000,1,LOT 7A RESUB OF LOT 7 BLK A ANGUS VALLEY NO 2,30.41971801,-97.73907193
2015-068899 BP,R- 103 Two Family Bldgs,New,11727 BELL AVE,8/19/2015,New 2 story dupex (3 bdrm/2.5 bth each unit) w/ att 2 car garage (each unit) and covd front wrap around porch and rear covd patio,Active,6430,300000,2,,30.42004756,-97.75065956
2015-000917 BP,C- 328 Commercial Other Nonresident Bldg,New,11400 CONCORDIA UNIVERSITY DR,1/7/2015,"New Construction Softball Field, Dugout, Bleachers,Pressbox and Lights.",Active,8348,2640300,0,,30.42021078,-97.84028405
2015-143007 BP,R- 329 Res Structures Other Than Bldg ,New,5008 TIMBER WOLF CIR,12/1/2015,Inground swimming pool w/req\'d enclosure device for existing 1 story SF res,Active,558,25000,0,,30.42071213,-97.73503452
2015-075849 BP,R- 101 Single Family Houses,New,10719 D K RANCH RD,8/12/2015,New 6 bedroom 7.5 bathroom 2 story SF res unit.,Active,8676,600000,1,LOT 1 BLK A NORTHWEST HILLS RANCH SEC 1 RESUB OF LOT F3,30.42104587,-97.78015994
2015-012259 BP,R- 329 Res Structures Other Than Bldg,New,8042 TAHOE PARKE CIR,2/4/2015,Inground swimming pool w/ req'd enclosure device for existing 2 story SF res,Final,545,30000,1,,30.42148373,-97.85811287
2015-011460 BP,C- 214 Other Nonhousekeeping Shelter,New,8300 N FM 620 RD BLDG 9,1/30/2015,New Day Care Services (Commercial),Active,32690,2600000,0,,30.42191854,-97.84725423
2015-143863 BP,R- 329 Res Structures Other Than Bldg ,New,5804 SECREST DR,12/4/2015,"New in-ground swimming pool with concrete coping, and deck",Active,450,46000,0,,30.42219354,-97.7506523
2015-045217 BP,R- 329 Res Structures Other Than Bldg,New,7813 TEXAS PLUME RD,4/21/2015,Inground swimming pool & spa w/ req'd enclosure device for existing 2 story SF res,Active,630,30000,1,,30.42227915,-97.77939315
2015-074047 BP,C- 325 Public Works & Utilities Bldgs,New,3902 1/2 ADELPHI LN,6/23/2015,New Telecommunications Fiber Bldg w/chain link security fence.,Active,316,33700,0,,30.42231271,-97.71664663
2015-152966 BP,R- 101 Single Family Houses,New,9803 TREE BEND CV,12/30/2015,New SF 4 bedroom 4.5 bathroom 2 story res unit.,Active,5212,740000,1,,30.422508,-97.807643
2015-040673 BP,R- 329 Res Structures Other Than Bldg,New,5303 PONY CHASE,4/14/2015,new shed in rear of lot,Active,588,22000,1,,30.42317769,-97.7391739
2015-070697 BP,C- 329 Com Structures Other Than Bldg,New,12825 BURNET RD,6/11/2015,Temporary Structure - Stage (768 sq ft) for Lecture at existing Commercial Property.,Active,768,1480,0,,30.42490062,-97.70063887
2014-117604 BP,R- 101 Single Family Houses,New,7305 KAPOK LN,3/31/2015,"New two story single family res' 4 bedrms, 3.5 bathrms, study, dining, retreat, 2 car attached garage, coveredporch & patio. **No sidewalk required per the plat note it was paid during the subdivision phase**",Active,3993,724019,1,LOT 1A BALCONES OAKS SEC 2 RESUB OF LOT 3 BLK D,30.42591842,-97.7681134
2015-045281 BP,R- 329 Res Structures Other Than Bldg,New,10200 GRAND OAK DR,4/21/2015,Inground swimming pool w/ req'd enclosure device for existing 2 story SF res,Active,473,30000,1,,30.42592158,-97.80416405
2015-056006 BP,R- 329 Res Structures Other Than Bldg,New,12415 ENCHANTED FOREST DR,5/19/2015,Inground swimming pool & spa w/ req'd enclosure device for existing 2 story SF res.,Active,411,60000,1,LOT 2 BLK A ENCHANTED FOREST SUBD,30.4259331,-97.72799754
2014-117624 BP,R- 101 Single Family Houses,New,7303 KAPOK LN,4/17/2015,"new 4 bedroom 3 bathroom two story single family res with a study, dining, retreat, 2 car garage and coverd patio and porch",Active,4166,723977,1,LOT 2B BALCONES OAKS SEC 2 RESUB OF LOT 3 BLK D,30.42598909,-97.76794622
2015-051351 BP,R- 330 Accessory Use to Primary,New,4601 GANYMEDE DR,5/4/2015,construction of detached non habitable storage structure in rear of lot,Final,896,10000,1,,30.42606531,-97.72234285
2015-049685 BP,R- 101 Single Family Houses,New,10100 CHESTER LN,5/1/2015,new 4 bedroom 5 bathroom 2-story res. with attached garage,Active,4904,565347,1,,30.42633565,-97.80787275
