permit,address,description,lat,lon
2014-015873 BP,12414 DESSAU RD,"total demolition of a 1-story, 1680sqft, wood-framed pole barn.",30.3947101,-97.6444225
2014-015874 BP,12414 DESSAU RD,"total demolition of a 1-story, wood-framed, storage shed; 300sqft.",30.3947101,-97.6444225
2014-015875 BP,12414 DESSAU RD,"total demolition of a 300sqft, cinder block, supply shed.",30.3947101,-97.6444225
2014-015876 BP,12414 DESSAU RD,"total demolition of a small, wood-framed pole barn; 150sqft.",30.3947101,-97.6444225
2014-015879 BP,12424 DESSAU RD,"Total demolition of House#1 - 2275sqft, 1-story, brick veneer, concrete slab foundation. House 2 - 1330sqft, wood-framed, 1-story, pier and beam sfr.",30.391985,-97.64664
2014-015880 BP,12424 DESSAU RD,"Total demolition of House#1 - 2275sqft, 1-story, brick veneer, concrete slab foundation. House 2 - 1330sqft, wood-framed, 1-story, pier and beam sfr.",30.391985,-97.64664
2014-015881 BP,12424 DESSAU RD,"total demolition of a 1-story, 240sqft, wood-framed shed.",30.391985,-97.64664
2014-015882 BP,1908 PEQUENO ST,Total demo of home. Circa 1948,30.33773,-97.735544
2014-017225 BP,3216 WINDSOR RD,Re-permit****Total demo of home. Circa 1954,30.297932,-97.76927
2014-017226 BP,3216 WINDSOR RD,Total demo of carportshed,30.297932,-97.76927
2014-017234 BP,3218 WINDSOR RD,Re-permit***Total demo of existing home and detached garage apartment. Circa 1948,30.298016,-97.769435
2014-017235 BP,3218 WINDSOR RD,Total demo of detached garage.,30.298016,-97.769435
2014-017323 BP,1428 GORHAM ST,Total demo of swimming pool.,30.391781,-97.695281
2014-017392 BP,1333 NEANS DR,Total demo of pool.,30.373716,-97.702482
2014-017891 BP,5900 E BEN WHITE BLVD WB BL,"Total demolition of a 52,000 sqft, pier and beam foundation, wood-siding, steel framed, 2-story commercial structure.",#N/A,#N/A
2014-018275 BP,1410 WOODLAWN BLVD,"Total demolition (foundation included) of a 2-story masonry, 4-plex residential structure.",30.2831334,-97.7606311
2014-018282 BP,2100 E 13TH ST,Total demo of existing home. Circa 1920,30.275291,-97.718025
2014-018352 BP,1206 SINGLETON AVE,Total demo of single family res.,30.275237,-97.714384
2014-018653 BP,1910 MADISON AVE,Total demo of home and detached garage. Circa 1952,30.347312,-97.731142
2014-018654 BP,1910 MADISON AVE,Total demo of detached garage,30.347312,-97.731142
2014-018972 BP,1104 LORRAIN ST,Total demo of detached garage. Circa 1951,30.278515,-97.756639
2014-018975 BP,813 1/2 E 13TH ST,Total demo of home. Circa 1930,30.272816,-97.730834
2014-019026 BP,401 GUADALUPE ST,"total demolition of a brick and wood frame, concrete foundation, 1-story, 2105sqft commercial stucture.",30.267361,-97.74655
2014-019040 BP,2403 ROCKINGHAM CIR,Total demo of home. Circa 1960n,30.251017,-97.782133
2014-019059 BP,2908 KASSARINE PASS,Total demo of pool.,30.251015,-97.789027
2014-019084 BP,5212 AVENUE G,Total demo of home and detached garage. Circa 1950,30.317113,-97.7206438
2014-019085 BP,5212 AVENUE G,Total demo of garage.,30.317113,-97.7206438
2014-019098 BP,4700 OAKMONT BLVD,Total demo of home. Circa 1953,30.322385,-97.750263
2014-019106 BP,701 ZENNIA ST,Total demo of home. circa 1955,30.319054,-97.729727
2014-019140 BP,1302 CANTERBURY ST,Total demo of home. Circa 1949. House has been partially demolished.,30.25812,-97.731925
2014-019160 BP,3301 BIG BEND DR,Total demo of home and detached garage.,30.3290599,-97.7606628
2014-019161 BP,3301 BIG BEND DR,Total demo of detached garage.,30.3290599,-97.7606628
2014-019173 BP,4911 FINLEY DR,Total demo of home. Circa 1952,30.325289,-97.748515
2014-019182 BP,4000 SANDY ACRE LN,"Total demo of existing home, detached garage, pier, and boat dock. Circa 1955.",30.341886,-97.788848
2014-019183 BP,4000 SANDY ACRE LN,Total of detached garage.,30.341886,-97.788848
2014-019184 BP,4000 SANDY ACRE LN,Total demo of pier and boatdock,30.341886,-97.788848
2014-019496 BP,1510 NEWTON ST,Total demo of home. Circa 1928,30.249001,-97.752666
2014-019498 BP,814 W JAMES ST,Total demo of home. Circa 1925,30.2537871,-97.7565354
2014-019500 BP,1002 S 3RD ST,Total demo of home. Circa. 1936,30.254656,-97.755002
2014-019598 BP,9401 S IH 35 SVRD NB,"total demolition of 2 - single story, wood framed, concrete slab foundation, commercial structures. 3300sqft and 1700sqft",30.1621317,-97.7880345
2014-019599 BP,9401 S IH 35 SVRD NB,"total demolition of 2 - single story, wood framed, concrete slab foundation, commercial structures. 3300sqft and 1700sqft",30.1621317,-97.7880345
2014-021381 BP,5513 DUVAL ST,Total demo of home. Circa 1959,30.319283,-97.716298
2014-021446 BP,5312 ROOSEVELT AVE,Total demo of detached storage. Circa 1950,30.324703,-97.73464
2014-021455 BP,1003 TAULBEE LN,Total demo of home. Circa 1946,30.345997,-97.717027
2014-021469 BP,2903 WINDSOR RD,Total demo of garage and foundation. Circa 1938,30.293161,-97.764225
2014-021478 BP,3102 ROBINSON AVE,Total demo of garage only. Circa 1938,30.288482,-97.722461
2014-021497 BP,1004 BRASS ST,Total demo of home. Circa 1957,30.264262,-97.704562
2014-022453 BP,5707 SOUTHWEST PKWY,"total demolition of 2 - single-story, pier and beam foundation, wood-framed houses.",30.244005,-97.845965
2014-022454 BP,5707 SOUTHWEST PKWY,"total demolition of 2 - single-story, pier and beam foundation, wood-framed houses.",30.244005,-97.845965
2014-023307 BP,3208 SUNNY LN,Total demo of home. Circa 1950,30.331277,-97.7585749
2014-024012 BP,1402 E 11TH ST,Total demo on existing home. Circa 1935,30.268199,-97.725916
2014-024591 BP,1310 W 39TH HALF ST,"Demolish existing single-family residence. ONLY WENT TO HLC, NO ATTACHMENTS IN AMANDA (ALSO NO RECORDS ON CCW);",30.308998,-97.745197
2014-024662 BP,1800 E STASSNEY LN,"Partial demolition of an apartment complex building that was fire damaged. Building 8, (Units 808, 810, 812, 813, 815 and 817).",30.1979,-97.761425
2014-025278 BP,14200 N FM 620 RD SB,"Total demolition (including foundation) of a 1-story, 2414sf, CMY Block, metal studs, concrete foundation convenient store.",30.1405095,-97.8330359
2014-025431 BP,1009 CHESAPEAKE DR,"Demolish, via earth fill-in, an existing swimming pool that was constructued in 1983. Nothing is planned to replace this structure, the yard will convert back to grass.",30.357516,-97.707319
2014-025629 BP,2424 PEARCE RD,"Total demolition of 1470sf, 2-story, wood framed commercial store; Asphalt parking lot to remain.",30.3317606,-97.8332736
2014-025630 BP,2424 PEARCE RD,"Total demolition of 2 commercial structures; 740sf 1-story, wood-framed restaurant structure. Asphalt parking lot to remain.",30.3317606,-97.8332736
2014-026195 BP,2001 MELRIDGE PL,Total demo of detached structures bldg. A and B. Circa 1948,30.256683,-97.771537
2014-026196 BP,2001 MELRIDGE PL,Total demo of building B.,30.256683,-97.771537
2014-026213 BP,4510 BULL CREEK RD,Total demo of detached garage. Circa 1951,30.321678,-97.753155
2014-026349 BP,1606 BAUERLE AVE,Total demo of existing home. Circa 1948,30.251851,-97.769246
2014-026363 BP,1406 WALNUT AVE,Total demo of existing home and detached bldg. Circa 1948,30.277497,-97.712888
2014-026364 BP,1406 WALNUT AVE,Total demo of detached bldg. Circa 1948,30.277497,-97.712888
2014-026372 BP,2106 HIGHGROVE TER,Total demo of detached carport. Circa 19481,30.28212,-97.7688809
2014-026373 BP,2106 HIGHGROVE TER,Total demo of SFR and attached carport.,30.28212,-97.7688809
2014-026390 BP,1901 PAYNE AVE,Total demo of home and detached shed. Circa 1950,30.337566,-97.73438
2014-026391 BP,1901 PAYNE AVE,total demo of detached shed,30.337566,-97.73438
2014-027689 BP,8704 1/2 BELL MOUNTAIN DR,"Total demolition of a concrete equipment pad, foundations, underground pipe and chain link fence.",30.377274,-97.820001
2014-028139 BP,5006 SHAW LN,Total demo of mobile home.,30.1850825,-97.706531
2014-028204 BP,805 NECHES ST,"Total demolition of a 39,200sf concrete, 2-story parking garage.",30.2693593,-97.7368973
2014-028558 BP,5608 AVENUE F,"Total demolition (foundations included) of 2 commercial structures; 1-story, 3000sf, fiberglass greenhouse; 1-story 3946sf brick commercial structurel;",30.3211277,-97.7189503
2014-028559 BP,5608 AVENUE F,"Total demolition (foundations included) of 2 commercial structures; 1-story, 3000sf, fiberglass greenhouse; 1-story 3946sf brick commercial structurel;",30.3211277,-97.7189503
2014-028812 BP,1710 DARTMOUTH AVE,Total demo of detached shed. Circa 1955,30.349846,-97.725648
2014-029136 BP,2903 DEL CURTO RD,Demolish existing single-family residence.,30.241403,-97.7785277
2014-029144 BP,5707 ABILENE TRL,Total demo of pool. Pool has already been demolished.,30.22387,-97.861135
2014-029149 BP,6011 CARY DR,Demolish existing single-family residence.,30.33857,-97.745887
2014-029159 BP,5007 DELORES AVE,Total demo of home. Circa 1954,30.274488,-97.6842379
2014-029275 BP,1814 LIGHTSEY RD,Demolish existing single-family residence.,30.240568,-97.778642
2014-030009 BP,2100 SAN ANTONIO ST,"Total demolition (concrete foundation included) of a 7800sf, brick, concrete, steel framed, 1-story, church facility.",30.284292,-97.743269
2014-030023 BP,2806 WARREN ST,Total demo of home. Circa 1966,30.310313,-97.764095
2014-030036 BP,7121 N LAMAR BLVD,"total demolition (concrete foundation to remain) of a 1-story, 6862sf, aluminum/metal framed building; bldg 2.",30.3385007,-97.7178063
2014-030522 BP,304 W MILTON ST,Total demo of home. Circa 1900,30.247803,-97.753167
2014-030525 BP,400 W MILTON ST,Total demo of home. Circa 1932,30.248067,-97.754008
2014-030528 BP,306 W MILTON ST,Total demo of home. Circa 1926,30.2476327,-97.7533581
2014-030549 BP,2506 E 7TH ST,Total demolition of a wood and metal framed and install new open canopy.,30.2611105,-97.7132071
2014-030756 BP,619 CONGRESS AVE,"total demolition of a 5004sqft 2-story, brick and stone commercial building. Party wall with building to the south will be maintained.",30.268631,-97.742132
2014-030943 BP,1015 W 34TH ST,"Total demolition of a 1650 sqft , 1-story, concrete block, wood framed, concrete slab on grade foundation, Commercial structure.",30.3029074,-97.7455838
2014-030980 BP,2000 RUNDELL PL,Total demo of detached carport.,30.253245,-97.773271
2014-031186 BP,6205 WAYCROSS DR,Partial demo of roof from patio at rear of house.,30.19987,-97.779586
2014-031400 BP,2905 DEL CURTO RD,Demolish existing single-family residence.,30.240933,-97.777921
2014-031632 BP,2419 JARRATT AVE,Total demo of home. Circa 1936,30.292702,-97.757148
2014-031981 BP,410 E 8TH ST,Total demo of home. Circa 1938,30.269004,-97.73769
2014-031997 BP,902 JUANITA ST,Total demo of home. Circa. 1953,30.241819,-97.764067
2014-032003 BP,2011 DE VERNE ST,Total demo of existing home. Circa 1949,30.248803,-97.777426
2014-032081 BP,5722 HONEYBEE BND,Total demo of home.,30.17009,-97.7471769
2014-032088 BP,7238 FIREFLY DR,Total demo of home,30.171193,-97.7489949
2014-032091 BP,7310 FIREFLY DR,Total demo of home,30.170395,-97.749602
2014-032092 BP,7300 FIREFLY DR,Total demo of home.,30.171053,-97.749107
2014-032098 BP,7308 FIREFLY DR,Total demo of home,30.170529,-97.749509
2014-032100 BP,7306 FIREFLY DR,Total demo of home,30.170661,-97.749413
2014-032103 BP,7304 FIREFLY DR,Total demo of home,30.17079,-97.749313
2014-032107 BP,5603 SPRINGVILLE LN,Total demo of home.,30.171388,-97.748827
2014-032110 BP,5601 SPRINGVILLE LN,Total demo of home.,30.171505,-97.748953
2014-032113 BP,5507 SPRINGVILLE LN,Total demo of home.,30.171622,-97.749071
2014-032115 BP,7302 FIREFLY DR,Total demo of home,30.170917,-97.749208
2014-032280 BP,1214 RIDGEMONT DR,Total demo of home. Circa 1953,30.313403,-97.702005
2014-032302 BP,1413 ROMERIA DR,Total demo of home. Circa 1950,30.333809,-97.732011
2014-032847 BP,613 THERESA AVE,total demolition of a 360sf detached shed.,30.278657,-97.766339
2014-033456 BP,5505 LINK AVE,Total demo of detached garage. Circa 1952,30.32053,-97.720178
2014-033862 BP,5408 WOODROW AVE,Demolish existing single-family residence.,30.326233,-97.734972
2014-033898 BP,2601 S 2ND ST,Total demo of home. Circa 1953,30.2396588,-97.7619481
2014-034011 BP,46 WALLER ST,Total demo of existing home and detached shed. Circa 1930,30.255002,-97.735178
2014-034012 BP,46 WALLER ST,Total of detached shed.,30.255002,-97.735178
2014-034067 BP,1603 SANCHEZ ST,Total demo of home and detached garage. Circa 1935,30.279312,-97.7060319
2014-034068 BP,1603 SANCHEZ ST,Demo of detached garage,30.279312,-97.7060319
2014-034119 BP,2116 BITTER CREEK DR,Total demo of existing home. Circa 1978,30.184591,-97.762388
2014-034811 BP,4651 ROCKCLIFF RD,Total demo of pool.,30.338589,-97.7920539
2014-035122 BP,1160 NICKOLS AVE,Total demo of home. Home has already been demolished.,30.277231,-97.684772
2014-035231 BP,2807 DEL CURTO RD,Total demo of home and detached shed. Circa 1930,30.241863,-97.7778238
2014-035232 BP,2807 DEL CURTO RD,Total demo of detached shed.,30.241863,-97.7778238
2014-035261 BP,3400 WINDSOR RD,Total demo of det. rear home. Circa 1940,30.299273,-97.772096
2014-035268 BP,914 MORROW ST,Total demo of home. Circa 1950,30.345372,-97.717029
2014-035277 BP,2601 HIDALGO ST,Total demo of home. Circa 1923,30.25917,-97.713315
2014-035294 BP,912 MORROW ST,Total demo of home. Circa 1938,30.345301,-97.716877
2014-035330 BP,509 SACRAMENTO DR,Total demo of home. Circa 1955,30.235161,-97.762241
2014-035333 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035334 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035335 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035336 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035337 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035339 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035340 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035341 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035342 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035344 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035345 BP,300 E RIVERSIDE DR,"Total demolition (slab included) of 11, 3-story, wood-framed, brick veneer, multifamily buildings; Building 1 - 6423sf, Bldg 2 - 2384sf, Bldg 3-1766sf, Bldg 4 - 3161sf, Bldg 5 -1593sf, Bldg 6 -2376sf, Bldg 7 - 1753sf, Bldg 8 - 7308sf, Bldg 9 - 2084sf, Bldg 10-3307sqft, Bldg 11 - 3161sf.",30.2545652,-97.7433094
2014-035346 BP,300 E RIVERSIDE DR,"Total demolition 2 concrete, below ground, swimming pools.",30.2545652,-97.7433094
2014-035347 BP,300 E RIVERSIDE DR,"Total demolition 2 concrete, below ground, swimming pools.",30.2545652,-97.7433094
2014-035348 BP,2009 PEQUENO ST,Total demo of home. Circa 1948,30.337973,-97.7372369
2014-035349 BP,2009 PEQUENO ST,Total demo of home and detached shed. Circa 1948,30.337973,-97.7372369
